index;x;y;z
2816;0.654099;-0.521606;-0.517410
2817;0.839661;-0.516922;-0.596298
2818;0.881180;-0.483231;-0.547134
2819;0.680588;-0.556595;-0.394592
2820;0.771118;-0.626633;-0.399536
2821;0.951065;-0.604553;-0.416763
2822;0.868454;-0.675705;-0.375854
2823;0.808899;-0.704880;-0.291199
2824;0.819122;-0.618668;-0.305862
2825;0.707687;-0.694855;-0.332352
2826;0.588821;-0.606491;-0.274582
2827;0.540634;-0.558670;-0.322968
2828;0.517929;-0.630798;-0.321304
2829;0.501770;-0.650314;-0.363892
2830;0.599411;-0.650879;-0.474564
2831;0.753021;-0.596451;-0.611298
2832;0.680725;-0.577057;-0.617050
2833;0.651016;-0.516174;-0.638474
2834;0.704315;-0.479996;-0.701736
2835;0.714935;-0.454437;-0.720551
2836;0.657364;-0.508209;-0.671921
2837;0.747559;-0.472092;-0.703964
2838;0.718414;-0.398666;-0.685577
2839;0.630203;-0.501160;-0.586670
2840;0.781998;-0.452423;-0.680359
2841;0.790009;-0.381607;-0.614182
2842;0.538757;-0.446854;-0.455200
2843;0.434219;-0.487091;-0.380341
2844;0.431351;-0.550354;-0.394196
2845;0.453857;-0.509506;-0.463394
2846;0.445786;-0.478897;-0.480850
2847;0.363266;-0.561966;-0.456436
2848;0.503021;-0.467560;-0.693756
2849;0.686188;-0.403992;-0.883011
2850;0.864197;-0.379044;-0.949448
2851;0.773087;-0.353836;-0.889435
2852;0.725769;-0.350418;-0.792725
2853;0.812149;-0.373260;-0.809708
2854;0.784515;-0.288803;-0.795822
2855;0.691498;-0.272263;-0.666809
2856;0.634964;-0.247360;-0.548782
2857;0.600204;-0.265244;-0.478958
2858;0.605927;-0.301773;-0.485809
2859;0.685165;-0.348312;-0.541397
2860;0.847321;-0.290710;-0.710419
2861;0.893112;-0.325699;-0.770050
2862;0.727188;-0.358200;-0.665314
2863;0.618286;-0.361862;-0.589844
2864;0.495926;-0.432297;-0.490204
2865;0.363022;-0.489685;-0.477631
2866;0.377945;-0.539246;-0.608109
2867;0.357544;-0.546906;-0.686462
2868;0.359024;-0.612534;-0.771805
2869;0.480042;-0.498077;-0.945999
2870;0.428467;-0.424271;-0.927307
2871;0.367065;-0.456573;-0.794342
2872;0.397537;-0.500549;-0.784332
2873;0.483078;-0.506989;-0.794022
2874;0.549225;-0.481964;-0.844971
2875;0.534271;-0.455978;-0.829117
2876;0.488388;-0.378876;-0.806244
2877;0.417664;-0.345581;-0.737991
2878;0.376480;-0.428604;-0.659805
2879;0.430862;-0.431259;-0.686218
2880;0.440750;-0.396255;-0.671219
2881;0.383987;-0.452423;-0.589813
2882;0.346420;-0.520981;-0.575348
2883;0.414383;-0.620148;-0.619537
2884;0.553406;-0.617767;-0.860657
2885;0.606293;-0.496063;-0.984879
2886;0.497971;-0.478104;-0.910950
2887;0.400116;-0.448929;-0.843430
2888;0.378860;-0.386612;-0.845413
2889;0.372375;-0.395370;-0.854462
2890;0.409317;-0.349274;-0.875610
2891;0.448502;-0.346664;-0.919800
2892;0.437531;-0.333313;-0.909805
2893;0.423782;-0.299164;-0.892502
2894;0.406784;-0.278259;-0.817352
2895;0.373413;-0.278717;-0.715073
2896;0.306473;-0.274582;-0.597809
2897;0.291000;-0.304901;-0.444916
2898;0.294907;-0.393845;-0.407364
2899;0.420013;-0.466675;-0.344910
2900;0.684998;-0.391830;-0.487534
2901;0.795624;-0.538239;-0.633148
2902;1.116730;-0.634750;-0.430054
2903;1.138901;-0.630478;-0.428741
2904;1.292404;-0.427887;-0.493134
2905;1.306183;-0.542999;-0.342499
2906;1.520401;-0.437912;-0.293396
2907;1.390228;-0.378189;-0.401840
2908;1.084457;-0.362823;-0.278931
2909;0.805099;-0.291885;-0.164474
2910;0.724823;-0.311340;-0.216507
2911;0.728897;-0.327469;-0.277359
2912;0.706146;-0.446854;-0.202698
2913;0.702148;-0.444321;-0.299973
2914;0.596664;-0.468979;-0.234024
2915;0.632309;-0.324524;-0.288574
2916;0.576736;-0.514832;-0.359329
2917;0.631927;-0.447540;-0.470367
2918;0.623276;-0.388489;-0.583557
2919;0.507675;-0.451355;-0.609482
2920;0.616547;-0.487778;-0.677872
2921;0.307373;-0.402435;-0.817734
2922;0.226364;-0.282181;-0.902176
2923;0.603531;-0.656891;-0.832794
2924;0.671738;-0.428314;-0.990128
2925;0.677643;-0.267548;-1.023163
2926;0.562088;-0.274109;-0.970703
2927;0.314880;-0.238815;-0.848099
2928;0.295151;-0.074005;-0.890732
2929;0.426926;-0.650177;-0.926651
2930;0.415573;-0.029633;-0.856964
2931;-0.075653;-0.306946;-0.544952
2932;0.105484;-0.595154;-0.588821
2933;0.160706;-0.304962;-0.676193
2934;0.064545;-0.487244;-0.771957
2935;0.058502;-0.469788;-0.826004
2936;0.204102;-0.497726;-0.807312
2937;0.005432;-0.365479;-0.964172
2938;-0.011612;-0.202423;-1.005295
2939;-0.051117;-0.318573;-0.995255
